#	SYM	#
#1	NUM	#1
#2	SYM	#2
#aivot	NOUN	#aivot
#aivoviikko	NOUN	#aivo#viikko
#alkoholilaki	NOUN	#alkoholi#laki
#amistenpuolella	X	#amistenpuolella
#ammatillinenkoulutus	NOUN	#ammatillinen#koulutus
#blogit	NOUN	#blogi
#cmoref1	X	#cmoref1
#dog	X	#dog
#esimerkki	NOUN	#esimerkki
#esimiestyö	NOUN	#esi#mies#työ
#eslonecologne	X	#ESLOneCologne
#eurojatalous	X	#eurojatalous
#finanssiala	NOUN	#finanssi#ala
#finland100	X	#finland100
#finnishlapphund	X	#finnishlapphund
#forest	X	#forest
#hashtag	X	#hashtag
#hctps:n	PROPN	#HCTPS
#helsinki	PROPN	#Helsinki
#hyvinvointi	NOUN	#hyvin#vointi
#intiaanipäähinegate:n	NOUN	#intiaani#päähine#gate
#itsensäjohtaminen	X	#itsensäjohtaminen
#johtaminen	NOUN	#johtaminen
#jännä	ADJ	#jännä
#kansijaareena	X	#kansijaareena
#kiitollisuuskalenteri	NOUN	#kiitollisuus#kalenteri
#koira	NOUN	#koira
#kookoo	PROPN	#KooKoo
#kopla	PROPN	#Kopla
#kott2016	X	#kott2016
#koulu17	X	#koulu17
#koulutus	NOUN	#koulutus
#kuluttaminen	NOUN	#kuluttaminen
#kuopio	PROPN	#Kuopio
#kups	PROPN	#KuPS
#kuvakulma	NOUN	#kuva#kulma
#liiga	PROPN	#Liiga
#luonto	NOUN	#luonto
#luontokuva	NOUN	#luonto#kuva
#luontopolku	NOUN	#luonto#polku
#luontotwiitti	NOUN	#luonto#twiitti
#maksuliiketilastot	NOUN	#maksu#liike#tilasto
#media	NOUN	#media
#mekaanikko'ja	NOUN	mekaanikko
#metsä	NOUN	#metsä
#nature	X	#nature
#nevöföget	X	#nevöföget
#nuoret	NOUN	#nuori
#oikea	ADJ	#oikea
#oscarit	PROPN	#Oscar
#ostatyötäsuomeen	X	#ostatyötäsuomeen
#ostokset	NOUN	#ostos
#palaute	NOUN	#palaute
#palokunta	NOUN	#palo#kunta
#passion	X	#passion
#peliaddiktio	NOUN	#peli#addiktio
#peliriippuvuus	NOUN	#peli#riippuvuus
#pesis	NOUN	#pesis
#photography	X	#photography
#pielavesi	PROPN	#Pielavesi
#pitkospuut	NOUN	#pitkos#puut
#porraspäivät	NOUN	#porras#päivät
#pyöräily	NOUN	#pyöräily
#raskausaika	NOUN	#raskaus#aika
#rekry	NOUN	#rekry
#rekrykoulutus-hakuaikaa	NOUN	#RekryKoulutus#haku#aika
#ruokatauolla	NOUN	#ruoka#tauko
#sairaus	NOUN	#sairaus
#salibandy	NOUN	#sali#bandy
#sikiö	NOUN	#sikiö
#sorisiitä	X	#sorisiitä
#srvrakentaa	X	#SRVrakentaa
#stressi	NOUN	#stressi
#suomenlapinkoira	NOUN	#suomen#lapin#koira
#suomi100	PROPN	#suomi100
#suomiareena	PROPN	#suomi#areena
#susijengi	PROPN	#Susijengi
#tautiluokitus	NOUN	#tauti#luokitus
#testiin	NOUN	#testi
#tietovuoto	NOUN	#tieto#vuoto
#tutkimus	NOUN	#tutkimus
#tvof	PROPN	#tvof
#työ	NOUN	#työ
#työilmapiiri	NOUN	#työ#ilma#piiri
#työpaikat	NOUN	#työ#paikka
#unelmaduuni	NOUN	#unelma#duuni
#uusivaihtoehto	X	#uusivaihtoehto
#uutisvahti	NOUN	#uutis#vahti
#uv	NOUN	#uv
#vakuutus	NOUN	#vakuutus
#varusmiestenkuntotesti	X	#varusmiestenkuntotesti
#vastuu	NOUN	#vastuu
#viestikoelaitos	NOUN	#viesti#koe#laitos
#vpk	PROPN	#vpk
#who	PROPN	#WHO
#yrityskulttuuri	NOUN	#yritys#kulttuuri
%:	NOUN	%
%:een	NOUN	%
%:iin	NOUN	%
%:lla	NOUN	%
%:lla	SYM	%
%:n	NOUN	%
%:n	SYM	%
%:sta	NOUN	%
nauttimaan	VERB	nauttia
nauttimalla	VERB	nauttia
nauttimia	VERB	nauttia
nauttimisella	NOUN	nauttiminen
nauttinut	VERB	nauttia
nauttisi	VERB	nauttia
nauttisikaan	VERB	nauttia
nauttivan	VERB	nauttia
nauttivat	VERB	nauttia
navakassa	ADJ	navakka
navarran	PROPN	Navarra
navastani	NOUN	napa
navetan	NOUN	navetta
navetasssa	NOUN	navetta
navettaan	NOUN	navetta
naši-järjestö	NOUN	Naši#järjestö
naši-mielenosoitus	NOUN	Naši#mielen#osoitus
naši-nuorisojärjestön	NOUN	Naši#nuoriso#järjestö
naši-ryhmän	NOUN	Naši#ryhmä
našin	PROPN	Naši
nba-pelaajien	NOUN	NBA#pelaaja
nba:ssa	PROPN	NBA
nbc:n	PROPN	NBC
ne	PRON	se
nectar-kortin	NOUN	Nectar#kortti
neganin	PROPN	Negan
negatiiviseen	ADJ	negatiivinen
negatiivisella	ADJ	negatiivinen
negatiivisen	ADJ	negatiivinen
negatiiviset	ADJ	negatiivinen
negatiivista	ADJ	negatiivinen
negatiivistakin	ADJ	negatiivinen
negatiivisten	ADJ	negatiivinen
neidiksi	NOUN	neiti
nekin	PRON	se
nekinhän	PRON	se
nelipäiväisen	ADJ	neli#päiväinen
nelisensataa	NUM	nelisen#sata
nelisylinteristä	ADJ	neli#sylinterinen
nelivuotiskauden	NOUN	neli#vuotis#kausi
neliöhintojen	NOUN	neliö#hinta
neliökilometrin	NOUN	neliö#kilo#metri
neliökilometriä	NOUN	neliö#kilo#metri
neliöltä	NOUN	neliö
neliömetrin	NOUN	neliö#metri
neliön	NOUN	neliö
neljäkymmentäyhdeksän	NUM	neljä#kymmenen#yhdeksän
neljälle	NUM	neljä
neljällä	NUM	neljä
neljältä	NUM	neljä
neljän	NUM	neljä
neljänkymmenen	NUM	neljä#kymmenen
neljänneksellä	NOUN	neljännes
neljänneksen	NOUN	neljännes
neljänneksestä	NOUN	neljännes
neljänneksi	ADJ	neljäs
neljännellä	ADJ	neljäs
neljännen	ADJ	neljäs
neljännessä	ADJ	neljäs
neljännesvuosia	NOUN	neljännes#vuosi
neljännesvuosittaisen	ADJ	neljännes#vuosittainen
neljännesvälieriin	NOUN	neljännes#väli#erä
neljännesvälierissä	NOUN	neljännes#väli#erä
neljännet	ADJ	neljäs
neljänteen	ADJ	neljäs
neljäntenä	ADJ	neljäs
neljänä	NUM	neljä
neljästä	NUM	neljä
neljättä	ADJ	neljäs
neljää	NUM	neljä
neljään	NUM	neljä
nelosella	PROPN	Nelonen
nelosluokan	NOUN	nelos#luokka
nelosta	NOUN	nelonen
nelosten	NOUN	nelonen
nelostielle	NOUN	nelos#tie
nelsonin	PROPN	Nelson
nenäliinoista	NOUN	nenä#liina
nenäliinoja	NOUN	nenä#liina
nenällämme	NOUN	nenä
nenällään	NOUN	nenä
nenämahaletkusta	NOUN	nenä#maha#letku
nenämme	NOUN	nenä
nenäni	NOUN	nenä
nenänsä	NOUN	nenä
nenässä	NOUN	nenä
neofasismiin	NOUN	neofasismi
neonatsismiin	NOUN	neonatsismi
nepalissa	PROPN	Nepal
neptunusten	NOUN	neptunus
nerehta-	PROPN	Nerehta
nerehtan	PROPN	Nerehta
nerehtasta	PROPN	Nerehta
nereideille	PROPN	nereidi
nereidien	PROPN	Nereidi
nereidit	PROPN	Nereidi
nereidopoliksessa	PROPN	Nereidopolis
nereidopoliksesta	PROPN	Nereidopolis
nerokkaan	ADJ	nerokas
nerokkainkin	ADJ	nerokas
neroksi	NOUN	nero
nesteellä	NOUN	neste
nesteellä	PROPN	Neste
nesteen	NOUN	neste
nesteen	PROPN	Neste
nesteenä	NOUN	neste
nesteeseen	NOUN	neste
nestemäisiä	ADJ	nestemäinen
nestemäistä	ADJ	nestemäinen
nestettä	NOUN	neste
netin	NOUN	netti
netissä	NOUN	netti
netistä	NOUN	netti
nettiin	NOUN	netti
nettikapasiteettia	NOUN	netti#kapasiteetti
nettikeskustelussa	NOUN	netti#keskustelu
nettikeskustelut	NOUN	netti#keskustelu
nettikirjoittajakoulun	NOUN	netti#kirjoittaja#koulu
nettipelaamiseen	NOUN	netti#pelaaminen
nettipelaamisen	NOUN	netti#pelaaminen
nettipokerin	NOUN	netti#pokeri
nettipäivitykset	NOUN	netti#päivitys
nettisivuja	NOUN	netti#sivu
nettisivujen	NOUN	netti#sivu
nettiväittelyihin	NOUN	netti#väittely
nettiyhteydet	NOUN	netti#yhteys
nettotuotoissa	NOUN	netto#tuotto
nettotuotot	NOUN	netto#tuotto
neulasiin	NOUN	neulanen
neulasta	NOUN	neulanen
neulasten	NOUN	neulanen
neuleen	NOUN	neule
neuletakin	NOUN	neule#takki
neuletakkiin	NOUN	neule#takki
neuloin	VERB	neuloa
neulomisesta	NOUN	neulominen
neurologiset	ADJ	neurologinen
neurologisia	ADJ	neurologinen
neurosiksen	PROPN	Neurosis
neurotieteen	NOUN	neurotiede
neutraaleja	ADJ	neutraali
neuvoa	NOUN	neuvo
neuvoa-antavaa	ADJ	neuvoa-antava
neuvoa-antavan	ADJ	neuvoa-antava
neuvoi	VERB	neuvoa
neuvoja	NOUN	neuvo
neuvojen	NOUN	neuvo
neuvonantajan	NOUN	neuvon#antaja
neuvonantajana	NOUN	neuvon#antaja
neuvonantajia	NOUN	neuvon#antaja
neuvonnast	NOUN	neuvonta
neuvonpitoon	NOUN	neuvon#pito
neuvoo	VERB	neuvoa
neuvostoa	NOUN	neuvosto
neuvostoaikaisen	ADJ	neuvosto#aikainen
neuvostoajan	NOUN	neuvosto#aika
neuvostojen	NOUN	neuvosto
neuvostoliitolle	PROPN	Neuvostoliitto
neuvostoliiton	PROPN	Neuvostoliitto
neuvostoliitossa	PROPN	Neuvostoliitto
neuvostoliitosta	PROPN	Neuvostoliitto
neuvostoliittolaisia	ADJ	neuvostoliittolainen
neuvostoliittolaisten	NOUN	neuvostoliittolainen
neuvostolle	NOUN	neuvosto
neuvostomiehityksen	NOUN	neuvosto#miehitys
neuvoston	NOUN	neuvosto
neuvostoon	NOUN	neuvosto
neuvostossa	NOUN	neuvosto
neuvostoviranomaiset	NOUN	neuvosto#viran#omainen
neuvot	NOUN	neuvo
neuvotelleet	VERB	neuvotella
neuvoteltava	VERB	neuvotella
neuvottelee	VERB	neuvotella
neuvottelemaan	VERB	neuvotella
neuvottelemalla	VERB	neuvotella
neuvottelevan	VERB	neuvotella
neuvotteli	VERB	neuvotella
neuvottelivat	VERB	neuvotella
neuvotteluhuoneita	NOUN	neuvottelu#huone
neuvotteluihin	NOUN	neuvottelu
neuvotteluissa	NOUN	neuvottelu
neuvotteluista	NOUN	neuvottelu
neuvotteluita	NOUN	neuvottelu
neuvotteluja	NOUN	neuvottelu
neuvottelujen	NOUN	neuvottelu
neuvottelukunnan	NOUN	neuvottelu#kunta
neuvottelut	NOUN	neuvottelu
neuvottelutulosta	NOUN	neuvottelu#tulos
neuvotteluvaltuudesta	NOUN	neuvottelu#valtuus
neuvotteluvaltuutensa	NOUN	neuvottelu#valtuus
neuvottomuuden	NOUN	neuvottomuus
nevadan	PROPN	Nevada
newsin	PROPN	News
newtonin	PROPN	Newton
ng-ruokinta	NOUN	Ng#ruokinta
nhl-joukkuetta	NOUN	NHL#joukkue
nhl-pomolta	NOUN	NHL#pomo
nhl-ura	NOUN	NHL#ura
nhl:n	PROPN	NHL
ni	ADV	niin
ni	SCONJ	niin
nicaraguan	PROPN	Nicaragua
nicaraguasta	PROPN	Nicaragua
nielaisee	VERB	nielaista
nielaisi	VERB	nielaista
nielaisin	VERB	nielaista
nieli	VERB	niellä
nielin	VERB	niellä
nieltiin	VERB	niellä
nieltyä	VERB	niellä
nielua	NOUN	nielu
nielun	NOUN	nielu
nielussa	NOUN	nielu
nielusta	NOUN	nielu
niemen	PROPN	niemi
niemenkärjen	NOUN	niemen#kärki
niemimaahan	NOUN	niemi#maa
niemimaalla	NOUN	niemi#maa
niemimaalle	NOUN	niemi#maa
niemimaan	NOUN	niemi#maa
niemisen	PROPN	Nieminen
nietzscheä	PROPN	Nietzsche
nigeriaan	PROPN	Nigeria
nigerian	PROPN	Nigeria
nigeriassa	PROPN	Nigeria
nightin	PROPN	Night
nii	ADV	niin
nii	SCONJ	niin
niiden	PRON	se
niidenkin	PRON	se
niihin	PRON	se
niiiin	ADV	niin
niiku	ADV	niinku
niikuttelun	NOUN	niikuttelu
niil	PRON	se
niilin	PROPN	Niili
niilki	PRON	se
niille	PRON	se
niillon	VERB	niillä#on
niillä	PRON	se
niilläkin	PRON	se
niilolle	PROPN	Niilo
niiltä	PRON	se
niinhän	ADV	niin
niinistön	PROPN	Niinistö
niinkin	ADV	niin
niinku	ADV	niin#kuin
niinku	CCONJ	niin#kuin
niinku	SCONJ	niin#kuin
niinkään	ADV	niin
niinä	PRON	se
niissä	PRON	se
niistin	VERB	niistää
niistä	PRON	se
niistäkin	PRON	se
niistän	VERB	niistää
niistääkseni	VERB	niistää
niit	PRON	se
niitten	PRON	se
niittänyt	VERB	niittää
niitylle	NOUN	niitty
niityllä	NOUN	niitty
niityn	NOUN	niitty
niityssä	NOUN	niitty
niitä	PRON	se
niitä	VERB	niittää
nikin	PROPN	Niki
nikkeli-	NOUN	nikkeli
nikolaoksen	PROPN	Nikolaos
nikomedeen	PROPN	Nikomedes
nikon	PROPN	Niko
nikotiinin	NOUN	nikotiini
niliaitan	NOUN	nili#aitta
nilkka-	NOUN	nilkka
nilkkojen	NOUN	nilkka
nilviäisten	NOUN	nilviäinen
nimekseen	NOUN	nimi
nimeksi	NOUN	nimi
nimelliseltä	ADJ	nimellinen
nimellä	NOUN	nimi
nimeltä	NOUN	nimi
nimeltään	NOUN	nimi
nimen	NOUN	nimi
nimenhuudossa	NOUN	nimen#huuto
nimenhuutoäänestyksen	NOUN	nimen#huuto#äänestys
nimenhuutoäänestyksessä	NOUN	nimen#huuto#äänestys
nimeni	NOUN	nimi
nimenneet	VERB	nimetä
nimennyt	VERB	nimetä
nimenomaisesta	ADJ	nimen#omainen
nimenomaisia	ADJ	nimen#omainen
nimensä	NOUN	nimi
nimensähän	NOUN	nimi
nimenä	NOUN	nimi
nimesi	VERB	nimetä
nimesin	VERB	nimetä
nimesivät	VERB	nimetä
nimessä	NOUN	nimi
nimestä	NOUN	nimi
nimet	NOUN	nimi
nimettiin	VERB	nimetä
nimetty	VERB	nimetä
nimettyihin	VERB	nimetä
nimettömiksi	ADJ	nimetön
nimettömäksi	ADJ	nimetön
nimettömän	ADJ	nimetön
nimettömänä	ADJ	nimetön
nimetään	VERB	nimetä
nimeä	NOUN	nimi
nimeämien	VERB	nimetä
nimeämänsä	VERB	nimetä
nimeämät	VERB	nimetä
nimeämättä	VERB	nimetä
nimien	NOUN	nimi
nimikettä	NOUN	nimike
nimikin	NOUN	nimi
nimikkeen	NOUN	nimike
nimikkeenä	NOUN	nimike
nimikkeet	NOUN	nimike
nimikkeiden	NOUN	nimike
nimikkeisiin	NOUN	nimike
nimikkeistöjen	NOUN	nimikkeistö
nimikkopalkintoaan	NOUN	nimikko#palkinto
nimiksi	NOUN	nimi
nimilappua	NOUN	nimi#lappu
nimille	NOUN	nimi
nimillä	NOUN	nimi
nimimerkille	NOUN	nimi#merkki
nimimerkin	NOUN	nimi#merkki
nimimerkkiä	NOUN	nimi#merkki
nimiroolia	NOUN	nimi#rooli
nimiseltä	ADJ	niminen
nimisiä	ADJ	niminen
nimismiehen	NOUN	nimis#mies
nimissä	NOUN	nimi
nimitettiin	VERB	nimittää
nimitetty	VERB	nimittää
nimitetään	VERB	nimittää
nimittivät	VERB	nimittää
nimittämisestä	NOUN	nimittäminen
nimittämistään	NOUN	nimittäminen
nimittämään	VERB	nimittää
nimityksen	NOUN	nimitys
nimityksiä	NOUN	nimitys
nimitystä	NOUN	nimitys
nimiä	NOUN	nimi
ninen	PROPN	nine
nipistettävä	VERB	nipistää
nipisti	VERB	nipistää
niputettiin	VERB	niputtaa
niputtaneet	VERB	niputtaa
nirskautti	VERB	nirskauttaa
nisibiksen	PROPN	Nisibis
niskaan	NOUN	niska
niskaani	NOUN	niska
niskaansa	NOUN	niska
niskalenkistään	NOUN	niska#lenkki
niskan	NOUN	niska
niskanikamat	NOUN	niska#nikama
niskassa	NOUN	niska
niskasta	NOUN	niska
niskatuen	NOUN	niska#tuki
niskojen	NOUN	niska
nissanin	PROPN	Nissan
nissän	PROPN	Nissan
nistin	NOUN	nisti
nisäkkäillä	NOUN	nisäkäs
nitran	PROPN	Nitra
nitridisulkaumat	NOUN	nitridi#sulkeuma
nitroa	PROPN	Nitro
nitrosid-infuusio	NOUN	Nitrosid#infuusio
nitrosidia	PROPN	Nitrosid
niukahkoa	ADJ	niukahko
niukan	ADJ	niukka
niukemmin	ADV	niukasti
niukentui	VERB	niukentua
niukentuneeseen	VERB	niukentua
niukkaa	ADJ	niukka
niukkuuden	NOUN	niukkuus
nivelöimätöntä	ADJ	nivelöimätön
nivoutuneet	VERB	nivoutua
nivuseen	NOUN	nivunen
nivusiin	NOUN	nivunen
nizzan	PROPN	Nizza
nkvd:n	PROPN	NKVD
nmky:n	PROPN	NMKY
nn:n	PROPN	NN
noahia	PROPN	Noah
noahille	PROPN	Noah
noahin	PROPN	Noah
nobel-komitean	NOUN	Nobel#komitea
nobeleista	PROPN	Nobel
nobelin	PROPN	Nobel
noi	ADV	noin
noi	PRON	tuo
noiden	PRON	tuo
noihin	PRON	tuo
noilla	PRON	tuo
noille	PRON	tuo
noinkin	ADV	noin
noinkohan	ADV	noin
noisniemen	PROPN	Noisniemi
noisniemestä	PROPN	Noisniemi
noissa	PRON	tuo
noista	PRON	tuo
noita	PRON	tuo
noitakonsteissa	NOUN	noita#konsti
noitumaan	VERB	noitua
noituuden	NOUN	noituus
noituudesta	NOUN	noituus
nojaa	VERB	nojata
nojaan	NOUN	noja
nojaan	VERB	nojata
nojasin	VERB	nojata
nojaten	VERB	nojata
nojatuoleissa	NOUN	noja#tuoli
nojatuolia	NOUN	noja#tuoli
nojatuolin	NOUN	noja#tuoli
nojauduin	VERB	nojautua
nojaudun	VERB	nojautua
nojausystävällisen	ADJ	nojaus#ystävällinen
nokaksi	NOUN	nokka
nokan	NOUN	nokka
nokeentuvat	VERB	nokeentua
nokiaa	PROPN	Nokia
nokialaiset	NOUN	nokialainen
nokialaisten	NOUN	nokialainen
nokialle	PROPN	Nokia
nokialta	PROPN	Nokia
nokian	PROPN	Nokia
nokiseksi	ADJ	nokinen
nokiset	ADJ	nokinen
nokkeliin	ADJ	nokkela
nollaan	NUM	nolla
nollaantuu	VERB	nollaantua
nollaantuvat	VERB	nollaantua
nollan	NOUN	nolla
nollapisteestä	NOUN	nolla#piste
nollattu	VERB	nollata
nollilla	NOUN	nolla
nollille	NOUN	nolla
noloa	ADJ	nolo
nolostuneeseen	VERB	nolostua
noloudelle	NOUN	nolous
noma:n	PROPN	NoMa
nominativi	NOUN	nominatiivi
nominien	NOUN	nomini
nonon	PROPN	Nono
nonparelleja	NOUN	nonparelli
nooalla	PROPN	Nooa
nooan	PROPN	Nooa
noormarkussa	PROPN	Noormarkku
nopeaa	ADJ	nopea
nopeakasvuisia	ADJ	nopea#kasvuinen
nopealla	ADJ	nopea
nopeammin	ADV	nopeasti
nopeampia	ADJ	nopea
nopeassa	ADJ	nopea
nopeasta	ADJ	nopea
nopeat	ADJ	nopea
nopeesti	ADV	nopeasti
nopeiden	ADJ	nopea
nopeilla	ADJ	nopea
nopeimmin	ADV	nopeasti
nopein	ADJ	nopea
nopeita	ADJ	nopea
nopeudella	NOUN	nopeus
nopeudesta	NOUN	nopeus
nopeuteensa	NOUN	nopeus
nopeutta	NOUN	nopeus
nopeuttaan	NOUN	nopeus
nopeutuksen	NOUN	nopeutus
nopeutuvan	VERB	nopeutua
noradrenaliina	PROPN	Noradrenalina
noradrenaliinaakin	PROPN	Noradrenalina
noradrenaliinia	NOUN	noradrenaliini
noradrenaliinin	NOUN	noradrenaliini
noradrenalin-tukea	NOUN	Noradrenalin#tuki
noradrenalinaa	PROPN	Noradrenalina
noradrenalinan	PROPN	Noradrenalina
nordean	PROPN	Nordea
nordlandialla	PROPN	Nordlandia
norjaan	PROPN	Norja
norjalaiset	ADJ	norjalainen
norjalaisiin	NOUN	norjalainen
norjan	PROPN	Norja
norjassa	PROPN	Norja
norjasta	PROPN	Norja
normaaleita	ADJ	normaali
normaalia	ADJ	normaali
normaaliarvoa	NOUN	normaali#arvo
normaaliarvon	NOUN	normaali#arvo
normaaliarvoon	NOUN	normaali#arvo
normaaliasettelulle	NOUN	normaali#asettelu
normaalien	ADJ	normaali
normaaliin	ADJ	normaali
normaalikoululle	NOUN	normaali#koulu
normaalikoulusta	NOUN	normaali#koulu
normaaliksi	ADJ	normaali
normaalilinjoilla	NOUN	normaali#linja
normaalilla	ADJ	normaali
normaalimmalta	ADJ	normaali
normaalimmankin	ADJ	normaali
normaalin	ADJ	normaali
normaalina	ADJ	normaali
normaalissa	ADJ	normaali
normaalista	ADJ	normaali
normaalistikaan	ADV	normaalisti
normaalistikin	ADV	normaalisti
normaalit	ADJ	normaali
normaalit	NOUN	normaali
normaalitasolle	NOUN	normaali#taso
normalisoiduttua	VERB	normalisoitua
normatiiviset	ADJ	normatiivinen
normatiivista	ADJ	normatiivinen
normeihin	NOUN	normi
normeja	NOUN	normi
normit	NOUN	normi
normoitua	VERB	normittaa
norsuja	NOUN	norsu
norsujen	NOUN	norsu
norsunluurannikolla	PROPN	Norsun#luu#rannikko
norsunluusta	NOUN	norsun#luu
northamptonin	PROPN	Northampton
northin	PROPN	North
norui	VERB	norua
norwalden	PROPN	Norwald
nosta	VERB	nostaa
nostaessaan	VERB	nostaa
nostaisin	VERB	nostaa
nostalgisia	ADJ	nostalginen
nostalgisiin	ADJ	nostalginen
nostamaan	VERB	nostaa
nostamalla	VERB	nostaa
nostamasta	VERB	nostaa
nostamiseen	NOUN	nostaminen
nostamiseksi	NOUN	nostaminen
nostamisella	NOUN	nostaminen
nostamista	NOUN	nostaminen
nostan	VERB	nostaa
nostanee	VERB	nostaa
nostaneen	VERB	nostaa
nostaneet	VERB	nostaa
nostanut	VERB	nostaa
nostattamaan	VERB	nostattaa
nostatti	VERB	nostattaa
nostavan	VERB	nostaa
nostavansa	VERB	nostaa
nostavat	VERB	nostaa
nostellaan	VERB	nostella
nosteta	VERB	nostaa
nostetaan	VERB	nostaa
nostetta	NOUN	noste
nostettaisiin	VERB	nostaa
nostettiin	VERB	nostaa
nostettu	VERB	nostaa
nosti	VERB	nostaa
nostit	VERB	nostaa
nostivat	VERB	nostaa
nosto-oikeudella	NOUN	nosto#oikeus
nosto-oikeuden	NOUN	nosto#oikeus
nosto-oikeuteen	NOUN	nosto#oikeus
nosto-oikeutta	NOUN	nosto#oikeus
nostokulut	NOUN	nosto#kulu
nostossa	NOUN	nosto
nosturilla	NOUN	nosturi
notaationa	NOUN	notaatio
notebookin	PROPN	Notebook
noteerattiin	VERB	noteerata
noteerattu	VERB	noteerata
notkahdettua	VERB	notkahtaa
notkahduksia	NOUN	notkahdus
notkuivat	VERB	notkua
noudata	VERB	noudattaa
noudateta	VERB	noudattaa
noudatetaan	VERB	noudattaa
noudatettaessa	VERB	noudattaa
noudatettaisiin	VERB	noudattaa
noudatettava	VERB	noudattaa
noudatettavaa	VERB	noudattaa
noudatettavat	ADJ	noudatettava
noudatettavat	VERB	noudattaa
noudatettavista	VERB	noudattaa
noudatettiin	VERB	noudattaa
noudatettu	VERB	noudattaa
noudattaen	VERB	noudattaa
noudattamaan	VERB	noudattaa
noudattamalla	VERB	noudattaa
noudattamat	VERB	noudattaa
noudattamatta	VERB	noudattaa
noudattamiseksi	NOUN	noudattaminen
noudattamisen	NOUN	noudattaminen
noudattamisessa	NOUN	noudattaminen
noudattamista	NOUN	noudattaminen
noudattamista	VERB	noudattaa
noudattaneensa	VERB	noudattaa
noudattaneet	VERB	noudattaa
noudattanut	VERB	noudattaa
noudattavaksi	VERB	noudattaa
noudattavat	VERB	noudattaa
noudatti	VERB	noudattaa
noudin	VERB	noutaa
noudon	NOUN	nouto
nouse	VERB	nousta
nousee	VERB	nousta
nouseen	VERB	nousta
nousemaan	VERB	nousta
nousemassa	VERB	nousta
nousemiseksi	NOUN	nouseminen
nousemme	VERB	nousta
nousen	VERB	nousta
nousevan	VERB	nousta
nousevat	VERB	nousta
nousi	VERB	nousta
nousimme	VERB	nousta
nousin	VERB	nousta
nousisi	VERB	nousta
nousisimmekin	VERB	nousta
nousivat	VERB	nousta
nousseen	VERB	nousta
nousseet	VERB	nousta
noussut	VERB	nousta
noustaan	VERB	nousta
nousteessa	VERB	nousta
noustessa	VERB	nousta
nousu-	NOUN	nousu
nousua	NOUN	nousu
nousukiidon	NOUN	nousu#kiito
nousun	NOUN	nousu
nousussa	NOUN	nousu
noususta	NOUN	nousu
noususuhdanteessa	NOUN	nousu#suhdanne
noususuhdanteesta	NOUN	nousu#suhdanne
nousuun	NOUN	nousu
noutamaan	VERB	noutaa
novartikselle	PROPN	Novartis
novelleja	NOUN	novelli
novellini	NOUN	novelli
novgorodin	PROPN	Novgorod
novgorodista	PROPN	Novgorod
novokuznetskiin	PROPN	Novokuznetsk
novosibirskissä	PROPN	Novosibirsk
now-	PROPN	Now
nr.	NOUN	numero
nro	NOUN	numero
nrw:llä	NOUN	NRW
nual	VERB	nuolla
nudea	ADJ	nude
nudekenkien	NOUN	nude#kenkä
nudekorkkareihin	NOUN	nude#korkkari
nuden	NOUN	nude
nudet	ADJ	nude
nuha-	NOUN	nuha
nuhdeltaisiin	VERB	nuhdella
nuhjuisen	ADJ	nuhjuinen
nuhraantui	VERB	nuhraantua
nuhruisessa	ADJ	nuhruinen
nuhteettomasta	ADJ	nuhteeton
nuijakuvan	NOUN	nuija#kuva
nuijin	VERB	nuijia
nuijittuna	VERB	nuijia
nujerrettua	VERB	nujertaa
nukahtamislääkkeet	NOUN	nukahtamis#lääke
nukahtanut	VERB	nukahtaa
nukahti	VERB	nukahtaa
nuken	NOUN	nukke
nukkeihin	NOUN	nukke
nukkejen	NOUN	nukke
nukkekodilla	NOUN	nukke#koti
nukketapahtumia	NOUN	nukke#tapahtuma
nukketeatteria	NOUN	nukke#teatteri
nukketeatterin	NOUN	nukke#teatteri
nukketeatterista	NOUN	nukke#teatteri
nukketeatteritarinaan	NOUN	nukke#teatteri#tarina
nukkuessa	VERB	nukkua
nukkuessaan	VERB	nukkua
nukkui	VERB	nukkua
nukkumaan	VERB	nukkua
nukkumaanmenoa	NOUN	nukkumaan#meno
nukkumapaikaltaan	NOUN	nukkuma#paikka
nukkumassa	VERB	nukkua
nukkumisesta	NOUN	nukkuminen
nukkumista	NOUN	nukkuminen
nukkuneeni	VERB	nukkua
nukkunut	VERB	nukkua
nukkuu	VERB	nukkua
nukkuvat	VERB	nukkua
nuku	VERB	nukkua
nukuin	VERB	nukkua
nukuit	VERB	nukkua
nukun	VERB	nukkua
nukuta	VERB	nukuttaa
nukutaan	VERB	nukkua
nukuttiin	VERB	nukkua
nukuttua	VERB	nukkua
nukuttuani	VERB	nukkua
nukuttujen	VERB	nukkua
numeroa	NOUN	numero
numeroiden	NOUN	numero
numeroin	NOUN	numero
numeroissa	NOUN	numero
numeroita	NOUN	numero
numerojärjestelmässä	NOUN	numero#järjestelmä
numerolla	NOUN	numero
numerolleen	NOUN	numero
numeron	NOUN	numero
numeroon	NOUN	numero
numerorivin	NOUN	numero#rivi
numerossa	NOUN	numero
numerot	NOUN	numero
numerotietoja	NOUN	numero#tieto
numismaattista	ADJ	numismaattinen
nummi-pusulan	PROPN	Nummi-Pusula
nummisen	PROPN	Numminen
nunnat	NOUN	nunna
nuo	PRON	tuo
nuolemaan	VERB	nuolla
nuolena	NOUN	nuoli
nuolien	NOUN	nuoli
nuolilla	NOUN	nuoli
